Job_Description,JobType
"Cloud Engineer needed for a fast-growing tech company. Must have strong knowledge of C#, cloud services, and Agile methodology. You will be responsible for configure and manage firewalls, perform security audits, and automate deployment pipelines.",Jobs – IT
"Data Engineer role: 5 years of experience with Python required. Responsibilities include troubleshoot and resolve network issues, collaborate with cross-functional teams. Knowledge of networking and Agile methodology is a strong plus.",Jobs – IT
Join our DevOps team as a Systems Administrator. We need someone experienced in Docker to handle manage cloud resources and costs and develop and deploy web applications. Experience with MongoDB and cybersecurity best practices is required.,Jobs – IT
Join our engineering team as a Web Developer. We need someone experienced in networking protocols to handle conduct code reviews and monitor system performance and uptime. Experience with REST APIs and monitoring tools is required.,Jobs – IT
"Site Reliability Engineer role: 6 years of experience with Node.js required. Responsibilities include troubleshoot and resolve network issues, develop internal tools and dashboards. Knowledge of cloud services and cybersecurity best practices is a strong plus.",Jobs – IT
"ServerPro Solutions is looking for a Web Developer. Key responsibilities: conduct code reviews, configure and manage firewalls. Required skills: React, PostgreSQL, monitoring tools. Competitive salary and benefits.",Jobs – IT
Join our DevOps team as a Database Administrator. We need someone experienced in Kubernetes to handle manage cloud resources and costs and design database schemas. Experience with cloud services and microservices is required.,Jobs – IT
"Cloud Engineer needed for a fast-growing tech company. Must have strong knowledge of Azure, Active Directory, and Agile methodology. You will be responsible for collaborate with cross-functional teams, manage cloud resources and costs, and automate deployment pipelines.",Jobs – IT
"Systems Administrator needed for a fast-growing tech company. Must have strong knowledge of networking protocols, cloud services, and microservices. You will be responsible for troubleshoot and resolve network issues, develop and deploy web applications, and develop internal tools and dashboards.",Jobs – IT
"We are expanding our security team and need a Data Engineer. Daily tasks: perform security audits, automate deployment pipelines, write clean and maintainable code. Stack: .NET, REST APIs.",Jobs – IT
"Cloud Engineer role: 6 years of experience with Terraform required. Responsibilities include write clean and maintainable code, develop internal tools and dashboards. Knowledge of REST APIs and containerization is a strong plus.",Jobs – IT
"ServerPro Solutions is looking for a Database Administrator. Key responsibilities: troubleshoot and resolve network issues, maintain server infrastructure. Required skills: firewalls, networking, cybersecurity best practices. Competitive salary and benefits.",Jobs – IT
Join our engineering team as a IT Support Specialist. We need someone experienced in C# to handle collaborate with cross-functional teams and manage cloud resources and costs. Experience with Active Directory and Agile methodology is required.,Jobs – IT
We are hiring a Infrastructure Engineer to join our DevOps team. The ideal candidate has 8 years of experience with .NET and networking. Responsibilities include design database schemas and design database schemas. CCNA certification is a plus.,Jobs – IT
"DataBridge is looking for a Infrastructure Engineer. Key responsibilities: troubleshoot and resolve network issues, monitor system performance and uptime. Required skills: Docker, networking, monitoring tools. Competitive salary and benefits.",Jobs – IT
"We need a Frontend Developer to support our IT infrastructure. Tasks include implement security best practices, monitor system performance and uptime, and ensuring uptime of Ansible systems. AWS Certified Solutions Architect preferred.",Jobs – IT
"DataBridge is looking for a Full Stack Developer. Key responsibilities: automate deployment pipelines, maintain server infrastructure. Required skills: Java, Git, containerization. Competitive salary and benefits.",Jobs – IT
"Looking for a skilled Machine Learning Engineer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with Terraform and Active Directory required.",Jobs – IT
"We are expanding our DevOps team and need a Backend Developer. Daily tasks: perform security audits, develop internal tools and dashboards, automate deployment pipelines. Stack: Java, cloud services.",Jobs – IT
"Looking for a skilled Backend Developer. You will be troubleshooting and maintaining computer systems, networks and servers. Experience with networking protocols and Active Directory required.",Jobs – IT
"IT Support Specialist role: 7 years of experience with Terraform required. Responsibilities include monitor system performance and uptime, develop and deploy web applications. Knowledge of networking and containerization is a strong plus.",Jobs – IT
We are hiring a Web Developer to join our DevOps team. The ideal candidate has 6 years of experience with Linux and REST APIs. Responsibilities include troubleshoot and resolve network issues and provide IT support to end users. CompTIA A+ certification is a plus.,Jobs – IT
